4 heuristics, new coefficients from the paper, fitness = rowsCleared - avgNumHoles - avgHeight
2018-04-13 3:29:49,2018-04-13 3:29:50,146
2018-04-13 3:29:50,2018-04-13 3:29:50,69
2018-04-13 3:29:50,2018-04-13 3:29:50,0
2018-04-13 3:29:50,2018-04-13 3:29:51,320
2018-04-13 3:29:51,2018-04-13 3:29:51,38
2018-04-13 3:29:51,2018-04-13 3:29:52,284
2018-04-13 3:29:46,2018-04-13 3:29:52,2118
2018-04-13 3:29:52,2018-04-13 3:29:53,470
2018-04-13 3:29:52,2018-04-13 3:29:53,382
2018-04-13 3:29:53,2018-04-13 3:29:53,66
2018-04-13 3:29:53,2018-04-13 3:29:53,198
2018-04-13 3:29:53,2018-04-13 3:29:54,189
2018-04-13 3:29:54,2018-04-13 3:29:54,0
2018-04-13 3:29:54,2018-04-13 3:29:54,202
2018-04-13 3:29:54,2018-04-13 3:29:55,259
2018-04-13 3:29:55,2018-04-13 3:29:55,0
2018-04-13 3:29:53,2018-04-13 3:29:58,1673
2018-04-13 3:29:58,2018-04-13 3:29:58,47
2018-04-13 3:29:55,2018-04-13 3:30:04,3477
2018-04-13 3:30:04,2018-04-13 3:30:06,521
2018-04-13 3:30:06,2018-04-13 3:30:08,801
2018-04-13 3:29:58,2018-04-13 3:30:08,3809
2018-04-13 3:30:08,2018-04-13 3:30:09,548
2018-04-13 3:30:08,2018-04-13 3:30:10,910
2018-04-13 3:30:10,2018-04-13 3:30:10,64
2018-04-13 3:30:10,2018-04-13 3:30:13,938
2018-04-13 3:30:09,2018-04-13 3:30:13,1315
2018-04-13 3:30:13,2018-04-13 3:30:14,534
2018-04-13 3:30:14,2018-04-13 3:30:15,111
2018-04-13 3:30:15,2018-04-13 3:30:16,450
2018-04-13 3:30:16,2018-04-13 3:30:18,796
2018-04-13 3:30:18,2018-04-13 3:30:18,293
2018-04-13 3:30:13,2018-04-13 3:30:21,3239
2018-04-13 3:30:21,2018-04-13 3:30:23,528
2018-04-13 3:30:18,2018-04-13 3:30:23,1749
2018-04-13 3:30:23,2018-04-13 3:30:24,451
2018-04-13 3:30:24,2018-04-13 3:30:25,103
2018-04-13 3:30:25,2018-04-13 3:30:26,726
2018-04-13 3:30:26,2018-04-13 3:30:30,1318
2018-04-13 3:30:23,2018-04-13 3:30:32,3015
2018-04-13 3:30:32,2018-04-13 3:30:32,66
2018-04-13 3:30:32,2018-04-13 3:30:33,366
2018-04-13 3:30:30,2018-04-13 3:30:35,1734
2018-04-13 3:30:33,2018-04-13 3:30:37,1321
2018-04-13 3:30:35,2018-04-13 3:30:38,976
2018-04-13 3:30:37,2018-04-13 3:30:39,754
2018-04-13 3:30:39,2018-04-13 3:30:39,180
2018-04-13 3:30:38,2018-04-13 3:30:40,472
2018-04-13 3:30:40,2018-04-13 3:30:40,50
2018-04-13 3:30:39,2018-04-13 3:30:40,125
2018-04-13 3:30:40,2018-04-13 3:30:40,2
2018-04-13 3:30:40,2018-04-13 3:30:41,428
2018-04-13 3:30:40,2018-04-13 3:30:44,1448
2018-04-13 3:30:41,2018-04-13 3:30:45,1197
2018-04-13 3:30:44,2018-04-13 3:30:45,330
2018-04-13 3:30:45,2018-04-13 3:30:46,509
2018-04-13 3:30:46,2018-04-13 3:30:50,1177
2018-04-13 3:30:45,2018-04-13 3:30:53,2744
2018-04-13 3:30:50,2018-04-13 3:30:53,1243
2018-04-13 3:30:53,2018-04-13 3:30:54,311
2018-04-13 3:30:53,2018-04-13 3:30:57,1385
2018-04-13 3:30:54,2018-04-13 3:30:58,1292
2018-04-13 3:30:58,2018-04-13 3:31:00,661
2018-04-13 3:31:00,2018-04-13 3:31:01,490
2018-04-13 3:31:01,2018-04-13 3:31:02,172
2018-04-13 3:31:02,2018-04-13 3:31:02,190
2018-04-13 3:31:02,2018-04-13 3:31:04,389
2018-04-13 3:30:57,2018-04-13 3:31:04,2426
2018-04-13 3:31:04,2018-04-13 3:31:04,174
2018-04-13 3:31:04,2018-04-13 3:31:05,507
2018-04-13 3:31:05,2018-04-13 3:31:06,444
2018-04-13 3:31:06,2018-04-13 3:31:10,1307
2018-04-13 3:31:04,2018-04-13 3:31:11,2151
2018-04-13 3:31:10,2018-04-13 3:31:12,846
2018-04-13 3:31:11,2018-04-13 3:31:12,643
2018-04-13 3:31:12,2018-04-13 3:31:15,734
2018-04-13 3:31:12,2018-04-13 3:31:15,797
2018-04-13 3:31:15,2018-04-13 3:31:15,14
2018-04-13 3:31:15,2018-04-13 3:31:16,438
2018-04-13 3:31:16,2018-04-13 3:31:17,239
2018-04-13 3:31:17,2018-04-13 3:31:19,831
2018-04-13 3:31:19,2018-04-13 3:31:20,314
2018-04-13 3:31:20,2018-04-13 3:31:21,537
2018-04-13 3:31:21,2018-04-13 3:31:22,67
2018-04-13 3:31:22,2018-04-13 3:31:23,453
2018-04-13 3:31:23,2018-04-13 3:31:25,613
2018-04-13 3:31:25,2018-04-13 3:31:29,1386
2018-04-13 3:31:29,2018-04-13 3:31:30,506
2018-04-13 3:31:30,2018-04-13 3:31:30,42
2018-04-13 3:31:30,2018-04-13 3:31:32,451
2018-04-13 3:31:32,2018-04-13 3:31:32,25
2018-04-13 3:31:32,2018-04-13 3:31:36,1518
2018-04-13 3:31:36,2018-04-13 3:31:39,1004
2018-04-13 3:31:39,2018-04-13 3:31:39,80
2018-04-13 3:31:39,2018-04-13 3:31:40,499
2018-04-13 3:31:40,2018-04-13 3:31:41,133
2018-04-13 3:31:41,2018-04-13 3:31:42,529
2018-04-13 3:31:42,2018-04-13 3:31:43,130
2018-04-13 3:31:43,2018-04-13 3:31:43,80
2018-04-13 3:31:15,2018-04-13 3:31:45,10641
2018-04-13 3:31:45,2018-04-13 3:31:46,464
2018-04-13 3:31:43,2018-04-13 3:31:48,1646
2018-04-13 3:31:46,2018-04-13 3:31:48,541
2018-04-13 3:31:48,2018-04-13 3:31:48,315
2018-04-13 3:31:48,2018-04-13 3:31:50,450
2018-04-13 3:31:50,2018-04-13 3:31:50,211
2018-04-13 3:31:50,2018-04-13 3:31:51,145
2018-04-13 3:31:48,2018-04-13 3:31:51,1201
2018-04-13 3:31:51,2018-04-13 3:31:52,260
2018-04-13 3:31:52,2018-04-13 3:31:53,650
2018-04-13 3:31:53,2018-04-13 3:31:53,9
2018-04-13 3:31:51,2018-04-13 3:31:54,870
2018-04-13 3:31:54,2018-04-13 3:31:58,1601
2018-04-13 3:31:53,2018-04-13 3:32:00,2310
2018-04-13 3:32:00,2018-04-13 3:32:01,196
2018-04-13 3:32:01,2018-04-13 3:32:01,272
2018-04-13 3:32:01,2018-04-13 3:32:07,2097
2018-04-13 3:32:07,2018-04-13 3:32:09,487
2018-04-13 3:32:09,2018-04-13 3:32:09,87
2018-04-13 3:32:09,2018-04-13 3:32:10,429
2018-04-13 3:32:10,2018-04-13 3:32:11,172
2018-04-13 3:32:11,2018-04-13 3:32:11,211
2018-04-13 3:31:58,2018-04-13 3:32:12,4644
2018-04-13 3:32:12,2018-04-13 3:32:14,716
2018-04-13 3:32:11,2018-04-13 3:32:15,1212
2018-04-13 3:32:15,2018-04-13 3:32:15,214
2018-04-13 3:32:15,2018-04-13 3:32:17,710
2018-04-13 3:32:17,2018-04-13 3:32:18,289
2018-04-13 3:32:18,2018-04-13 3:32:18,2
2018-04-13 3:32:18,2018-04-13 3:32:19,200
2018-04-13 3:32:19,2018-04-13 3:32:19,80
2018-04-13 3:32:19,2018-04-13 3:32:19,98
2018-04-13 3:32:19,2018-04-13 3:32:20,141
2018-04-13 3:32:20,2018-04-13 3:32:20,258
2018-04-13 3:32:20,2018-04-13 3:32:21,124
2018-04-13 3:32:21,2018-04-13 3:32:21,108
2018-04-13 3:32:21,2018-04-13 3:32:22,192
2018-04-13 3:32:22,2018-04-13 3:32:22,91
2018-04-13 3:32:22,2018-04-13 3:32:22,0
2018-04-13 3:32:22,2018-04-13 3:32:22,135
2018-04-13 3:32:22,2018-04-13 3:32:23,255
2018-04-13 3:32:23,2018-04-13 3:32:23,71
2018-04-13 3:32:14,2018-04-13 3:32:27,4492
2018-04-13 3:32:27,2018-04-13 3:32:27,278
2018-04-13 3:32:23,2018-04-13 3:32:28,1635
2018-04-13 3:32:27,2018-04-13 3:32:30,788
2018-04-13 3:32:28,2018-04-13 3:32:32,1711
2018-04-13 3:32:30,2018-04-13 3:32:34,1517
2018-04-13 3:32:32,2018-04-13 3:32:34,543
2018-04-13 3:32:34,2018-04-13 3:32:35,414
2018-04-13 3:32:35,2018-04-13 3:32:35,95
2018-04-13 3:32:35,2018-04-13 3:32:36,246
2018-04-13 3:32:36,2018-04-13 3:32:36,52
2018-04-13 3:32:34,2018-04-13 3:32:37,1017
2018-04-13 3:32:36,2018-04-13 3:32:37,237
2018-04-13 3:32:37,2018-04-13 3:32:38,428
2018-04-13 3:32:37,2018-04-13 3:32:38,617
2018-04-13 3:32:38,2018-04-13 3:32:41,1121
2018-04-13 3:32:38,2018-04-13 3:32:42,1112
2018-04-13 3:32:41,2018-04-13 3:32:42,344
2018-04-13 3:32:42,2018-04-13 3:32:43,263
2018-04-13 3:32:43,2018-04-13 3:32:45,715
2018-04-13 3:32:45,2018-04-13 3:32:46,503
2018-04-13 3:32:46,2018-04-13 3:32:47,96
2018-04-13 3:32:47,2018-04-13 3:32:47,256
2018-04-13 3:32:47,2018-04-13 3:32:49,475
2018-04-13 3:32:49,2018-04-13 3:32:51,639
2018-04-13 3:32:42,2018-04-13 3:32:51,3282
2018-04-13 3:32:51,2018-04-13 3:32:53,880
2018-04-13 3:32:51,2018-04-13 3:32:54,1008
2018-04-13 3:32:53,2018-04-13 3:32:55,781
2018-04-13 3:32:54,2018-04-13 3:32:56,732
2018-04-13 3:32:55,2018-04-13 3:32:57,708
2018-04-13 3:32:56,2018-04-13 3:32:58,597
2018-04-13 3:32:58,2018-04-13 3:32:58,11
2018-04-13 3:32:58,2018-04-13 3:32:59,445
2018-04-13 3:32:57,2018-04-13 3:33:02,1739
2018-04-13 3:33:02,2018-04-13 3:33:03,365
2018-04-13 3:33:03,2018-04-13 3:33:03,83
2018-04-13 3:32:59,2018-04-13 3:33:04,1997
2018-04-13 3:33:03,2018-04-13 3:33:05,551
2018-04-13 3:33:05,2018-04-13 3:33:06,250
2018-04-13 3:33:06,2018-04-13 3:33:06,265
2018-04-13 3:33:06,2018-04-13 3:33:07,336
2018-04-13 3:33:07,2018-04-13 3:33:08,268
2018-04-13 3:33:04,2018-04-13 3:33:08,1334
2018-04-13 3:33:08,2018-04-13 3:33:09,468
2018-04-13 3:33:09,2018-04-13 3:33:10,325
2018-04-13 3:33:10,2018-04-13 3:33:11,221
2018-04-13 3:33:11,2018-04-13 3:33:11,117
2018-04-13 3:33:11,2018-04-13 3:33:12,210
2018-04-13 3:33:12,2018-04-13 3:33:12,183
2018-04-13 3:33:08,2018-04-13 3:33:14,1880
2018-04-13 3:33:12,2018-04-13 3:33:17,1630
2018-04-13 3:33:17,2018-04-13 3:33:17,153
2018-04-13 3:33:17,2018-04-13 3:33:19,456
2018-04-13 3:33:19,2018-04-13 3:33:20,469
2018-04-13 3:33:20,2018-04-13 3:33:21,372
2018-04-13 3:33:14,2018-04-13 3:33:21,2715
2018-04-13 3:33:21,2018-04-13 3:33:23,762
2018-04-13 3:33:23,2018-04-13 3:33:24,284
2018-04-13 3:33:21,2018-04-13 3:33:26,1769
2018-04-13 3:33:24,2018-04-13 3:33:28,1544
2018-04-13 3:33:28,2018-04-13 3:33:28,91
2018-04-13 3:33:28,2018-04-13 3:33:29,153
2018-04-13 3:33:29,2018-04-13 3:33:30,495
2018-04-13 3:33:26,2018-04-13 3:33:33,2608
2018-04-13 3:33:33,2018-04-13 3:33:40,2442
2018-04-13 3:33:30,2018-04-13 3:33:41,3744
2018-04-13 3:33:41,2018-04-13 3:33:41,188
2018-04-13 3:33:40,2018-04-13 3:33:46,1969
2018-04-13 3:33:46,2018-04-13 3:33:47,348
2018-04-13 3:33:47,2018-04-13 3:33:48,359
2018-04-13 3:33:48,2018-04-13 3:33:50,759
2018-04-13 3:33:41,2018-04-13 3:33:50,3357
2018-04-13 3:33:50,2018-04-13 3:33:52,869
2018-04-13 3:33:53,2018-04-13 3:33:59,2364
2018-04-13 3:33:59,2018-04-13 3:33:59,121
2018-04-13 3:33:59,2018-04-13 3:34:02,801
2018-04-13 3:34:02,2018-04-13 3:34:02,131
2018-04-13 3:33:50,2018-04-13 3:34:03,4506
2018-04-13 3:34:03,2018-04-13 3:34:03,157
2018-04-13 3:34:03,2018-04-13 3:34:06,1004
2018-04-13 3:34:06,2018-04-13 3:34:09,1067
2018-04-13 3:34:02,2018-04-13 3:34:10,2685
2018-04-13 3:34:10,2018-04-13 3:34:11,535
2018-04-13 3:34:11,2018-04-13 3:34:12,394
2018-04-13 3:34:09,2018-04-13 3:34:16,2269
2018-04-13 3:34:12,2018-04-13 3:34:16,1269
2018-04-13 3:34:16,2018-04-13 3:34:16,82
2018-04-13 3:34:16,2018-04-13 3:34:17,370
2018-04-13 3:34:17,2018-04-13 3:34:18,207
2018-04-13 3:34:18,2018-04-13 3:34:19,324
2018-04-13 3:34:16,2018-04-13 3:34:19,1119
2018-04-13 3:34:19,2018-04-13 3:34:20,371
2018-04-13 3:34:19,2018-04-13 3:34:21,506
2018-04-13 3:34:20,2018-04-13 3:34:24,1179
2018-04-13 3:34:24,2018-04-13 3:34:26,716
2018-04-13 3:34:21,2018-04-13 3:34:27,1848
2018-04-13 3:34:26,2018-04-13 3:34:27,492
2018-04-13 3:34:27,2018-04-13 3:34:28,287
2018-04-13 3:34:27,2018-04-13 3:34:29,429
2018-04-13 3:34:29,2018-04-13 3:34:31,678
2018-04-13 3:34:31,2018-04-13 3:34:31,166
2018-04-13 3:34:31,2018-04-13 3:34:34,825
2018-04-13 3:34:34,2018-04-13 3:34:38,1548
2018-04-13 3:34:38,2018-04-13 3:34:40,614
2018-04-13 3:34:40,2018-04-13 3:34:41,173
2018-04-13 3:34:41,2018-04-13 3:34:41,95
2018-04-13 3:34:41,2018-04-13 3:34:42,217
2018-04-13 3:34:42,2018-04-13 3:34:43,549
2018-04-13 3:34:43,2018-04-13 3:34:45,380
2018-04-13 3:34:28,2018-04-13 3:34:45,5759
2018-04-13 3:34:45,2018-04-13 3:34:46,372
2018-04-13 3:34:46,2018-04-13 3:34:48,639
2018-04-13 3:34:45,2018-04-13 3:34:49,1397
2018-04-13 3:34:48,2018-04-13 3:34:50,752
2018-04-13 3:34:49,2018-04-13 3:34:50,404
2018-04-13 3:34:50,2018-04-13 3:34:50,150
2018-04-13 3:34:50,2018-04-13 3:34:51,67
2018-04-13 3:34:51,2018-04-13 3:34:51,32
2018-04-13 3:34:50,2018-04-13 3:34:51,407
2018-04-13 3:34:51,2018-04-13 3:34:52,421
2018-04-13 3:34:52,2018-04-13 3:34:52,88
2018-04-13 3:34:51,2018-04-13 3:34:53,622
2018-04-13 3:34:52,2018-04-13 3:34:54,610
2018-04-13 3:34:53,2018-04-13 3:34:54,306
2018-04-13 3:34:54,2018-04-13 3:34:55,108
2018-04-13 3:34:54,2018-04-13 3:34:55,218
2018-04-13 3:34:55,2018-04-13 3:34:55,74
2018-04-13 3:34:55,2018-04-13 3:34:56,127
2018-04-13 3:34:56,2018-04-13 3:34:57,316
2018-04-13 3:34:57,2018-04-13 3:34:57,18
2018-04-13 3:34:57,2018-04-13 3:34:58,357
2018-04-13 3:34:55,2018-04-13 3:34:59,1245
2018-04-13 3:34:59,2018-04-13 3:35:01,720
2018-04-13 3:34:58,2018-04-13 3:35:01,1012
2018-04-13 3:35:01,2018-04-13 3:35:02,318
2018-04-13 3:35:01,2018-04-13 3:35:02,604
2018-04-13 3:35:02,2018-04-13 3:35:04,714
2018-04-13 3:35:04,2018-04-13 3:35:04,103
2018-04-13 3:35:04,2018-04-13 3:35:06,630
2018-04-13 3:35:02,2018-04-13 3:35:08,1791
2018-04-13 3:35:06,2018-04-13 3:35:09,1021
2018-04-13 3:35:08,2018-04-13 3:35:10,709
2018-04-13 3:35:10,2018-04-13 3:35:10,102
2018-04-13 3:35:09,2018-04-13 3:35:11,705
2018-04-13 3:35:10,2018-04-13 3:35:12,529
2018-04-13 3:35:12,2018-04-13 3:35:13,225
2018-04-13 3:35:11,2018-04-13 3:35:14,888
2018-04-13 3:35:14,2018-04-13 3:35:15,195
2018-04-13 3:35:15,2018-04-13 3:35:17,805
2018-04-13 3:35:17,2018-04-13 3:35:17,33
2018-04-13 3:35:17,2018-04-13 3:35:21,1326
2018-04-13 3:35:13,2018-04-13 3:35:22,2947
2018-04-13 3:35:21,2018-04-13 3:35:22,186
2018-04-13 3:35:22,2018-04-13 3:35:22,97
2018-04-13 3:35:22,2018-04-13 3:35:22,100
2018-04-13 3:35:22,2018-04-13 3:35:23,187
2018-04-13 3:35:23,2018-04-13 3:35:24,585
2018-04-13 3:35:22,2018-04-13 3:35:28,2081
2018-04-13 3:35:24,2018-04-13 3:35:31,2160
2018-04-13 3:35:31,2018-04-13 3:35:31,28
2018-04-13 3:35:31,2018-04-13 3:35:31,56
2018-04-13 3:35:28,2018-04-13 3:35:32,1405
2018-04-13 3:35:31,2018-04-13 3:35:32,394
2018-04-13 3:35:32,2018-04-13 3:35:34,697
2018-04-13 3:35:34,2018-04-13 3:35:35,392
2018-04-13 3:35:32,2018-04-13 3:35:36,1319
2018-04-13 3:35:35,2018-04-13 3:35:36,134
2018-04-13 3:35:36,2018-04-13 3:35:36,0
2018-04-13 3:35:36,2018-04-13 3:35:36,113
2018-04-13 3:35:36,2018-04-13 3:35:37,439
2018-04-13 3:35:36,2018-04-13 3:35:37,389
2018-04-13 3:35:37,2018-04-13 3:35:38,59
2018-04-13 3:35:38,2018-04-13 3:35:39,299
2018-04-13 3:35:37,2018-04-13 3:35:39,706
2018-04-13 3:35:39,2018-04-13 3:35:40,331
2018-04-13 3:35:39,2018-04-13 3:35:40,563
2018-04-13 3:35:40,2018-04-13 3:35:41,136
2018-04-13 3:35:41,2018-04-13 3:35:41,25
2018-04-13 3:35:41,2018-04-13 3:35:42,504
2018-04-13 3:35:42,2018-04-13 3:35:42,19
2018-04-13 3:35:42,2018-04-13 3:35:43,112
2018-04-13 3:35:40,2018-04-13 3:35:43,1113
2018-04-13 3:35:43,2018-04-13 3:35:45,513
2018-04-13 3:35:45,2018-04-13 3:35:50,1607
2018-04-13 3:35:50,2018-04-13 3:35:52,818
2018-04-13 3:35:52,2018-04-13 3:35:53,445
2018-04-13 3:35:53,2018-04-13 3:35:54,154
2018-04-13 3:35:43,2018-04-13 3:35:59,5318
2018-04-13 3:35:54,2018-04-13 3:35:59,1904
2018-04-13 3:35:59,2018-04-13 3:36:01,686
2018-04-13 3:35:59,2018-04-13 3:36:02,1060
2018-04-13 3:36:01,2018-04-13 3:36:02,144
2018-04-13 3:36:02,2018-04-13 3:36:02,65
2018-04-13 3:36:02,2018-04-13 3:36:03,481
2018-04-13 3:36:03,2018-04-13 3:36:04,418
2018-04-13 3:36:02,2018-04-13 3:36:04,756
2018-04-13 3:36:04,2018-04-13 3:36:05,238
2018-04-13 3:36:04,2018-04-13 3:36:06,438
2018-04-13 3:36:05,2018-04-13 3:36:06,370
2018-04-13 3:36:06,2018-04-13 3:36:06,242
2018-04-13 3:36:06,2018-04-13 3:36:08,476
2018-04-13 3:36:08,2018-04-13 3:36:08,146
2018-04-13 3:36:06,2018-04-13 3:36:08,662
2018-04-13 3:36:08,2018-04-13 3:36:09,301
2018-04-13 3:36:09,2018-04-13 3:36:10,86
2018-04-13 3:36:10,2018-04-13 3:36:11,604
2018-04-13 3:36:11,2018-04-13 3:36:12,83
2018-04-13 3:36:08,2018-04-13 3:36:12,1373
2018-04-13 3:36:12,2018-04-13 3:36:12,277
2018-04-13 3:36:12,2018-04-13 3:36:15,844
2018-04-13 3:36:15,2018-04-13 3:36:15,162
2018-04-13 3:36:12,2018-04-13 3:36:17,1492
2018-04-13 3:36:17,2018-04-13 3:36:19,389
2018-04-13 3:36:19,2018-04-13 3:36:20,172
2018-04-13 3:36:20,2018-04-13 3:36:20,72
2018-04-13 3:36:15,2018-04-13 3:36:21,1346
2018-04-13 3:36:20,2018-04-13 3:36:22,478
2018-04-13 3:36:21,2018-04-13 3:36:24,726
2018-04-13 3:36:22,2018-04-13 3:36:25,571
2018-04-13 3:36:25,2018-04-13 3:36:26,263
2018-04-13 3:36:26,2018-04-13 3:36:27,141
2018-04-13 3:36:27,2018-04-13 3:36:28,308
2018-04-13 3:36:28,2018-04-13 3:36:30,325
2018-04-13 3:36:30,2018-04-13 3:36:31,259
2018-04-13 3:36:24,2018-04-13 3:36:31,1547
2018-04-13 3:36:31,2018-04-13 3:36:39,1827
2018-04-13 3:36:39,2018-04-13 3:36:46,2045
2018-04-13 3:36:31,2018-04-13 3:36:49,4402
2018-04-13 3:36:49,2018-04-13 3:36:50,403
2018-04-13 3:36:46,2018-04-13 3:36:50,1192
2018-04-13 3:36:50,2018-04-13 3:36:52,534
2018-04-13 3:36:50,2018-04-13 3:36:54,1379
2018-04-13 3:36:52,2018-04-13 3:36:54,845
2018-04-13 3:36:54,2018-04-13 3:36:54,23
2018-04-13 3:36:54,2018-04-13 3:36:55,434
2018-04-13 3:36:54,2018-04-13 3:36:57,907
2018-04-13 3:36:55,2018-04-13 3:36:57,668
2018-04-13 3:36:57,2018-04-13 3:36:58,97
2018-04-13 3:36:57,2018-04-13 3:36:59,915
2018-04-13 3:36:58,2018-04-13 3:37:02,1557
2018-04-13 3:36:59,2018-04-13 3:37:03,1217
2018-04-13 3:37:02,2018-04-13 3:37:04,477
2018-04-13 3:37:04,2018-04-13 3:37:05,379
2018-04-13 3:37:03,2018-04-13 3:37:06,1094
2018-04-13 3:37:05,2018-04-13 3:37:07,785
2018-04-13 3:37:07,2018-04-13 3:37:08,167
2018-04-13 3:37:06,2018-04-13 3:37:10,1249
2018-04-13 3:37:08,2018-04-13 3:37:15,2512
2018-04-13 3:37:15,2018-04-13 3:37:15,139
2018-04-13 3:37:15,2018-04-13 3:37:16,261
2018-04-13 3:37:16,2018-04-13 3:37:16,90
2018-04-13 3:37:16,2018-04-13 3:37:17,58
2018-04-13 3:37:17,2018-04-13 3:37:19,705
2018-04-13 3:37:19,2018-04-13 3:37:20,595
2018-04-13 3:37:20,2018-04-13 3:37:21,292
2018-04-13 3:37:10,2018-04-13 3:37:22,3861
2018-04-13 3:37:21,2018-04-13 3:37:23,446
2018-04-13 3:37:22,2018-04-13 3:37:24,701
2018-04-13 3:37:24,2018-04-13 3:37:26,704
2018-04-13 3:37:23,2018-04-13 3:37:27,1327
2018-04-13 3:37:27,2018-04-13 3:37:27,270
2018-04-13 3:37:27,2018-04-13 3:37:28,173
2018-04-13 3:37:28,2018-04-13 3:37:28,185
2018-04-13 3:37:28,2018-04-13 3:37:30,391
2018-04-13 3:37:30,2018-04-13 3:37:30,218
2018-04-13 3:37:26,2018-04-13 3:37:32,2103
2018-04-13 3:37:30,2018-04-13 3:37:34,1194
2018-04-13 3:37:34,2018-04-13 3:37:35,428
2018-04-13 3:37:35,2018-04-13 3:37:41,2093
2018-04-13 3:37:32,2018-04-13 3:37:45,4443
2018-04-13 3:37:41,2018-04-13 3:37:45,1520
2018-04-13 3:37:45,2018-04-13 3:37:47,483
2018-04-13 3:37:47,2018-04-13 3:37:49,658
2018-04-13 3:37:49,2018-04-13 3:37:49,180
2018-04-13 3:37:49,2018-04-13 3:37:52,815
2018-04-13 3:37:52,2018-04-13 3:37:53,543
2018-04-13 3:37:53,2018-04-13 3:37:53,35
2018-04-13 3:37:54,2018-04-13 3:37:54,317
2018-04-13 3:37:54,2018-04-13 3:37:55,181
2018-04-13 3:37:45,2018-04-13 3:37:56,3475
2018-04-13 3:37:55,2018-04-13 3:37:56,224
2018-04-13 3:37:56,2018-04-13 3:37:57,465
2018-04-13 3:37:56,2018-04-13 3:37:57,569
2018-04-13 3:37:57,2018-04-13 3:37:59,613
2018-04-13 3:37:59,2018-04-13 3:38:01,418
2018-04-13 3:38:01,2018-04-13 3:38:01,164
2018-04-13 3:37:57,2018-04-13 3:38:03,1538
2018-04-13 3:38:01,2018-04-13 3:38:05,731
2018-04-13 3:38:03,2018-04-13 3:38:09,1457
2018-04-13 3:38:05,2018-04-13 3:38:09,1101
2018-04-13 3:38:09,2018-04-13 3:38:10,358
2018-04-13 3:38:09,2018-04-13 3:38:12,1168
2018-04-13 3:38:10,2018-04-13 3:38:13,1146
2018-04-13 3:38:13,2018-04-13 3:38:15,662
2018-04-13 3:38:12,2018-04-13 3:38:16,1234
2018-04-13 3:38:15,2018-04-13 3:38:20,1397
2018-04-13 3:38:20,2018-04-13 3:38:22,352
2018-04-13 3:38:22,2018-04-13 3:38:25,718
2018-04-13 3:38:16,2018-04-13 3:38:30,4122
2018-04-13 3:38:25,2018-04-13 3:38:30,1849
2018-04-13 3:38:30,2018-04-13 3:38:31,418
2018-04-13 3:38:30,2018-04-13 3:38:32,736
2018-04-13 3:38:32,2018-04-13 3:38:34,502
2018-04-13 3:38:34,2018-04-13 3:38:34,221
2018-04-13 3:38:31,2018-04-13 3:38:34,1114
2018-04-13 3:38:34,2018-04-13 3:38:36,370
2018-04-13 3:38:36,2018-04-13 3:38:37,395
2018-04-13 3:38:34,2018-04-13 3:38:38,1363
2018-04-13 3:38:37,2018-04-13 3:38:39,670
2018-04-13 3:38:39,2018-04-13 3:38:39,244
2018-04-13 3:38:39,2018-04-13 3:38:41,674
2018-04-13 3:38:41,2018-04-13 3:38:43,394
2018-04-13 3:38:43,2018-04-13 3:38:44,418
2018-04-13 3:38:38,2018-04-13 3:38:45,2255
2018-04-13 3:38:45,2018-04-13 3:38:45,59
2018-04-13 3:38:44,2018-04-13 3:38:47,1137
2018-04-13 3:38:45,2018-04-13 3:38:47,735
2018-04-13 3:38:47,2018-04-13 3:38:48,93
2018-04-13 3:38:48,2018-04-13 3:38:49,435
2018-04-13 3:38:47,2018-04-13 3:38:53,1840
2018-04-13 3:38:49,2018-04-13 3:38:54,1897
2018-04-13 3:38:54,2018-04-13 3:38:54,158
2018-04-13 3:38:53,2018-04-13 3:38:55,1212
2018-04-13 3:38:54,2018-04-13 3:38:55,985
2018-04-13 3:38:55,2018-04-13 3:38:56,293
2018-04-13 3:38:55,2018-04-13 3:38:58,2063
2018-04-13 3:38:56,2018-04-13 3:38:59,2243
2018-04-13 3:38:58,2018-04-13 3:38:59,880
2018-04-13 3:38:59,2018-04-13 3:39:01,1190
2018-04-13 3:39:01,2018-04-13 3:39:02,737
2018-04-13 3:39:02,2018-04-13 3:39:02,191
2018-04-13 3:38:59,2018-04-13 3:39:04,3190
2018-04-13 3:39:04,2018-04-13 3:39:04,81
2018-04-13 3:39:02,2018-04-13 3:39:04,1484
2018-04-13 3:39:04,2018-04-13 3:39:04,2
2018-04-13 3:39:04,2018-04-13 3:39:05,666
2018-04-13 3:39:05,2018-04-13 3:39:06,565
2018-04-13 3:39:06,2018-04-13 3:39:06,48
2018-04-13 3:39:06,2018-04-13 3:39:07,640
2018-04-13 3:39:07,2018-04-13 3:39:10,2086
2018-04-13 3:39:04,2018-04-13 3:39:10,4545
2018-04-13 3:39:10,2018-04-13 3:39:10,169
2018-04-13 3:39:10,2018-04-13 3:39:10,14
2018-04-13 3:39:10,2018-04-13 3:39:10,14
2018-04-13 3:39:11,2018-04-13 3:39:11,56
2018-04-13 3:39:10,2018-04-13 3:39:11,776
2018-04-13 3:39:11,2018-04-13 3:39:12,983
2018-04-13 3:39:11,2018-04-13 3:39:16,3678
2018-04-13 3:39:16,2018-04-13 3:39:16,84
2018-04-13 3:39:16,2018-04-13 3:39:16,0
