2018-04-05 13:56:01,2018-04-05 14:34:52,10834
2018-04-05 12:40:01,2018-04-05 14:51:19,36611
2018-04-05 13:32:02,2018-04-05 14:52:54,22736
2018-04-05 14:32:02,2018-04-05 14:58:36,7397
2018-04-05 14:24:02,2018-04-05 14:59:41,10028
2018-04-05 14:56:02,2018-04-05 15:12:04,4524
2018-04-05 15:16:01,2018-04-05 15:19:18,890
2018-04-05 14:40:02,2018-04-05 15:36:44,15816
2018-04-05 15:24:01,2018-04-05 15:43:33,5458
2018-04-05 15:32:01,2018-04-05 15:55:18,6479
2018-04-05 15:56:02,2018-04-05 16:09:21,3714
2018-04-05 15:48:01,2018-04-05 16:11:54,6700
2018-04-05 16:08:02,2018-04-05 16:16:48,2492
2018-04-05 15:40:01,2018-04-05 16:19:07,10924
2018-04-05 16:16:02,2018-04-05 16:22:58,1924
2018-04-05 15:08:02,2018-04-05 16:47:10,27830
2018-04-05 16:40:02,2018-04-05 16:49:08,2502
2018-04-05 14:48:02,2018-04-05 16:57:02,36030
2018-04-05 16:32:01,2018-04-05 17:02:52,8690
2018-04-05 17:08:01,2018-04-05 17:12:20,1204
2018-04-05 17:16:02,2018-04-05 17:26:12,2800
2018-04-05 17:32:02,2018-04-05 17:41:40,2667
2018-04-05 17:40:02,2018-04-05 17:43:01,833
2018-04-05 16:56:01,2018-04-05 17:50:54,15273
2018-04-05 16:48:02,2018-04-05 17:55:46,18936
2018-04-05 17:48:02,2018-04-05 18:06:22,5079
2018-04-05 18:08:01,2018-04-05 18:12:16,1168
2018-04-05 18:24:02,2018-04-05 18:25:07,303
2018-04-05 18:16:01,2018-04-05 18:26:07,2806
2018-04-05 17:24:01,2018-04-05 18:42:56,22069
2018-04-05 18:32:02,2018-04-05 18:54:39,6336
2018-04-05 17:56:01,2018-04-05 19:21:57,24140
2018-04-05 18:56:02,2018-04-05 19:24:00,7696
2018-04-05 19:08:02,2018-04-05 19:49:24,11310
2018-04-05 19:24:02,2018-04-05 19:59:15,9549
2018-04-05 16:24:02,2018-04-05 20:06:00,61734
2018-04-05 19:56:02,2018-04-05 20:08:13,3246
2018-04-05 20:08:01,2018-04-05 20:10:37,707
2018-04-05 18:40:01,2018-04-05 20:17:03,26440
2018-04-05 18:48:02,2018-04-05 20:19:18,24882
2018-04-05 19:16:02,2018-04-05 20:22:51,18255
2018-04-05 20:24:01,2018-04-05 20:28:44,1285
2018-04-05 19:40:01,2018-04-05 20:33:00,14406
2018-04-05 20:16:01,2018-04-05 20:33:57,4901
2018-04-05 20:40:01,2018-04-05 20:40:31,125
2018-04-05 19:48:01,2018-04-05 20:56:26,18529
2018-04-05 20:48:01,2018-04-05 21:07:53,5255
2018-04-05 20:32:01,2018-04-05 21:08:41,9861
2018-04-05 19:32:02,2018-04-05 21:26:19,30973
2018-04-05 20:56:01,2018-04-05 21:59:53,16893
2018-04-05 21:32:02,2018-04-05 22:11:25,10301
2018-04-05 22:08:02,2018-04-05 22:13:56,1562
2018-04-05 21:08:01,2018-04-05 22:18:47,18839
2018-04-05 21:48:01,2018-04-05 22:21:45,8984
2018-04-05 22:24:02,2018-04-05 22:29:45,1591
2018-04-05 21:16:01,2018-04-05 22:33:18,20739
2018-04-05 21:40:02,2018-04-05 22:50:36,18976
2018-04-05 21:56:02,2018-04-05 22:53:32,15591
2018-04-05 22:40:02,2018-04-05 22:55:23,4185
2018-04-05 21:24:02,2018-04-05 22:55:25,24434
2018-04-05 23:08:02,2018-04-05 23:17:12,2443
2018-04-05 23:16:01,2018-04-05 23:20:22,1176
2018-04-05 22:16:01,2018-04-05 23:23:51,18178
2018-04-05 22:48:01,2018-04-05 23:28:12,10460
2018-04-05 22:32:02,2018-04-05 23:31:21,15482
2018-04-05 23:24:02,2018-04-05 23:31:32,1750
2018-04-05 22:56:01,2018-04-05 23:39:22,11241
2018-04-05 23:32:02,2018-04-05 23:40:21,2216
2018-04-06 00:16:02,2018-04-06 00:17:50,477
2018-04-05 23:48:01,2018-04-06 00:42:00,14486
2018-04-06 00:08:02,2018-04-06 00:45:31,9964
2018-04-06 00:48:02,2018-04-06 00:50:59,786
2018-04-06 00:32:01,2018-04-06 01:04:05,8571
2018-04-06 00:24:01,2018-04-06 01:05:58,11193
2018-04-06 01:08:02,2018-04-06 01:13:29,1465
2018-04-06 00:40:01,2018-04-06 01:32:09,13929
2018-04-06 00:56:02,2018-04-06 01:32:37,9705
2018-04-05 23:40:02,2018-04-06 01:33:24,30224
2018-04-05 23:56:01,2018-04-06 01:39:32,27649
2018-04-06 01:16:01,2018-04-06 01:41:03,6667
2018-04-06 01:40:02,2018-04-06 01:42:11,565
2018-04-06 01:24:02,2018-04-06 01:42:15,4801
2018-04-06 01:32:02,2018-04-06 01:46:56,3929
2018-04-06 01:56:01,2018-04-06 02:00:56,1334
2018-04-06 02:16:01,2018-04-06 02:20:14,1103
2018-04-06 01:48:02,2018-04-06 02:23:12,9444
2018-04-06 02:40:02,2018-04-06 02:47:22,1930
2018-04-06 02:24:01,2018-04-06 02:49:32,6819
2018-04-06 02:56:01,2018-04-06 02:59:41,955
2018-04-06 02:32:01,2018-04-06 03:03:11,8183
2018-04-06 02:08:02,2018-04-06 03:05:50,15341
2018-04-06 02:48:01,2018-04-06 03:11:59,6318
2018-04-06 03:24:01,2018-04-06 03:45:07,5593
2018-04-06 03:16:02,2018-04-06 03:53:43,10068
2018-04-06 03:08:01,2018-04-06 04:01:49,14414
2018-04-06 03:56:01,2018-04-06 04:17:23,5692
2018-04-06 03:40:02,2018-04-06 04:25:21,12099
2018-04-06 03:48:02,2018-04-06 04:29:15,11077
2018-04-06 04:16:01,2018-04-06 04:29:17,3524
2018-04-06 03:32:02,2018-04-06 04:33:17,16426
2018-04-06 04:40:01,2018-04-06 04:42:23,628
2018-04-06 04:24:02,2018-04-06 04:47:25,6320
2018-04-06 05:08:01,2018-04-06 05:13:49,1543
2018-04-06 04:32:02,2018-04-06 05:15:44,11818
2018-04-06 05:16:01,2018-04-06 05:17:25,361
2018-04-06 04:48:02,2018-04-06 05:41:33,14372
2018-04-06 04:08:02,2018-04-06 05:46:20,26595
2018-04-06 05:32:02,2018-04-06 05:47:15,4089
2018-04-06 04:56:02,2018-04-06 05:51:07,14879
2018-04-06 05:48:02,2018-04-06 05:51:09,836
2018-04-06 06:08:01,2018-04-06 06:10:49,738
2018-04-06 05:24:01,2018-04-06 06:15:08,13758
2018-04-06 05:56:01,2018-04-06 06:24:43,7941
2018-04-06 05:40:01,2018-04-06 06:24:55,12270
2018-04-06 06:16:02,2018-04-06 06:27:39,3334
2018-04-06 06:40:01,2018-04-06 06:42:20,660
2018-04-06 06:32:01,2018-04-06 06:53:26,6095
2018-04-06 07:08:01,2018-04-06 07:08:50,230
2018-04-06 06:56:02,2018-04-06 07:14:38,5300
2018-04-06 07:24:02,2018-04-06 07:27:54,1068
2018-04-06 06:24:01,2018-04-06 07:35:35,20469
2018-04-06 07:40:01,2018-04-06 07:50:01,2817
2018-04-06 06:48:02,2018-04-06 08:08:28,22893
2018-04-06 07:48:02,2018-04-06 08:10:00,6109
2018-04-06 07:32:01,2018-04-06 08:15:17,12192
2018-04-06 07:16:02,2018-04-06 08:23:18,18986
2018-04-06 08:08:02,2018-04-06 08:25:10,4898
2018-04-06 07:56:02,2018-04-06 08:38:57,12090
2018-04-06 08:32:01,2018-04-06 08:53:32,6071
2018-04-06 08:40:01,2018-04-06 08:58:58,5295
2018-04-06 08:56:01,2018-04-06 09:07:59,3386
2018-04-06 08:48:02,2018-04-06 09:16:03,7946
2018-04-06 09:16:01,2018-04-06 09:17:42,460
2018-04-06 08:24:02,2018-04-06 09:34:09,19938
2018-04-06 09:40:01,2018-04-06 09:46:23,1775
2018-04-06 09:24:02,2018-04-06 09:48:23,6879
2018-04-06 09:56:01,2018-04-06 09:58:50,782
2018-04-06 09:32:01,2018-04-06 10:01:51,8207
2018-04-06 08:16:01,2018-04-06 10:04:46,30699
2018-04-06 09:48:02,2018-04-06 10:17:23,7930
2018-04-06 09:08:02,2018-04-06 10:25:35,21383
2018-04-06 10:32:01,2018-04-06 10:36:17,1133
2018-04-06 10:24:01,2018-04-06 10:38:05,3810
2018-04-06 10:40:01,2018-04-06 10:47:35,1992
2018-04-06 10:08:02,2018-04-06 10:49:07,11088
2018-04-06 10:16:02,2018-04-06 10:51:59,9683
2018-04-06 10:48:01,2018-04-06 11:00:04,3268
